item_id,system,agent_count,task_id,backbone,coord_tokens,work_tokens,total_tokens,coord_pct,system_description,your_label,ground_truth_label
94dea533_crew,crewai,16,astropy__astropy-13398,gpt-4o-mini,1656535,48455,1704990,97.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1656535): shared context broadcast + coordinator calls. Work tokens (48455): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
27c2e574_sbus,sbus,4,django__django-11087,gpt-4o-mini,4546,134714,139260,3.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4546): tokens spent reading shard content. Work tokens (134714): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
9f9a127b_sbus,sbus,16,django__django-10999,gpt-4o-mini,826,5777,6603,12.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (826): tokens spent reading shard content. Work tokens (5777): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
7b550ac8_lang,langgraph,8,django__django-10097,gpt-4o-mini,13308,1755,15063,88.3%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (13308): supervisor prompt+completion (routing/synthesis). Work tokens (1755): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
a6d66106_crew,crewai,8,astropy__astropy-13977,gpt-4o-mini,145395,13575,158970,91.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (145395): shared context broadcast + coordinator calls. Work tokens (13575): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
eaea308c_sbus,sbus,4,astropy__astropy-12907,gpt-4o-mini,3452,26517,29969,11.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3452): tokens spent reading shard content. Work tokens (26517): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
39c22bdb_crew,crewai,8,django__django-11095,gpt-4o-mini,98400,14245,112645,87.4%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (98400): shared context broadcast + coordinator calls. Work tokens (14245): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
f6adb03c_crew,crewai,16,astropy__astropy-13579,gpt-4o-mini,277430,18410,295840,93.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (277430): shared context broadcast + coordinator calls. Work tokens (18410): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
fe44739d_lang,langgraph,8,django__django-11099,gpt-4o-mini,10468,1815,12283,85.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (10468): supervisor prompt+completion (routing/synthesis). Work tokens (1815): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
7f395a4c_lang,langgraph,8,django__django-10097,gpt-4o-mini,13080,1644,14724,88.8%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (13080): supervisor prompt+completion (routing/synthesis). Work tokens (1644): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
0cab0eae_auto,autogen,8,django__django-10554,gpt-4o-mini,326798,9850,336648,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (326798): full message history (growing context). Work tokens (9850): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
30519c95_sbus,sbus,4,django__django-11099,gpt-4o-mini,3561,18918,22479,15.8%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3561): tokens spent reading shard content. Work tokens (18918): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
a794433a_sbus,sbus,16,django__django-10914,gpt-4o-mini,759,5603,6362,11.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (759): tokens spent reading shard content. Work tokens (5603): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
cf66fb0d_sbus,sbus,4,django__django-11066,gpt-4o-mini,4019,31831,35850,11.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4019): tokens spent reading shard content. Work tokens (31831): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
d3502e5b_auto,autogen,8,sympy__sympy-12096,gpt-4o-mini,255518,8741,264259,96.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (255518): full message history (growing context). Work tokens (8741): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
864e2e93_lang,langgraph,4,django__django-11095,gpt-4o-mini,18240,3337,21577,84.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (18240): supervisor prompt+completion (routing/synthesis). Work tokens (3337): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
4838106b_lang,langgraph,4,sympy__sympy-12096,gpt-4o-mini,18946,3340,22286,85.0%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (18946): supervisor prompt+completion (routing/synthesis). Work tokens (3340): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
b4ed6f7b_crew,crewai,16,astropy__astropy-14182,gpt-4o-mini,1476270,45580,1521850,97.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1476270): shared context broadcast + coordinator calls. Work tokens (45580): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
54137107_lang,langgraph,16,django__django-11095,gpt-4o-mini,4536,786,5322,85.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (4536): supervisor prompt+completion (routing/synthesis). Work tokens (786): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
50a4ab15_auto,autogen,4,django__django-10914,gpt-4o-mini,359508,13733,373241,96.3%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (359508): full message history (growing context). Work tokens (13733): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
a6a313da_auto,autogen,16,django__django-11095,gpt-4o-mini,484967,15374,500341,96.9%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (484967): full message history (growing context). Work tokens (15374): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
977ddf61_crew,crewai,16,django__django-10554,gpt-4o-mini,152330,14460,166790,91.3%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (152330): shared context broadcast + coordinator calls. Work tokens (14460): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
6490e20e_lang,langgraph,16,django__django-10097,gpt-4o-mini,8287,780,9067,91.4%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (8287): supervisor prompt+completion (routing/synthesis). Work tokens (780): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
042ef9eb_sbus,sbus,4,django__django-10914,gpt-4o-mini,3302,20642,23944,13.8%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3302): tokens spent reading shard content. Work tokens (20642): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
0cc7ad5b_crew,crewai,4,sympy__sympy-12481,gpt-4o-mini,98380,14740,113120,87.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (98380): shared context broadcast + coordinator calls. Work tokens (14740): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
02cce61f_auto,autogen,8,astropy__astropy-14182,gpt-4o-mini,468295,16620,484915,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (468295): full message history (growing context). Work tokens (16620): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
5b7b43dc_crew,crewai,4,astropy__astropy-13977,gpt-4o-mini,182385,14675,197060,92.6%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (182385): shared context broadcast + coordinator calls. Work tokens (14675): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
92f0df53_auto,autogen,16,django__django-11087,gpt-4o-mini,626698,14964,641662,97.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (626698): full message history (growing context). Work tokens (14964): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
83296b7b_crew,crewai,8,django__django-11087,gpt-4o-mini,376040,17860,393900,95.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (376040): shared context broadcast + coordinator calls. Work tokens (17860): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
b2e1aa98_auto,autogen,4,sympy__sympy-12419,gpt-4o-mini,434766,16939,451705,96.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (434766): full message history (growing context). Work tokens (16939): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
6a148bc7_sbus,sbus,8,astropy__astropy-14182,gpt-4o-mini,1923,19277,21200,9.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1923): tokens spent reading shard content. Work tokens (19277): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
631fce3b_crew,crewai,16,astropy__astropy-13977,gpt-4o-mini,148660,13130,161790,91.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (148660): shared context broadcast + coordinator calls. Work tokens (13130): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
9b16e14e_lang,langgraph,16,astropy__astropy-14096,gpt-4o-mini,6406,909,7315,87.6%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (6406): supervisor prompt+completion (routing/synthesis). Work tokens (909): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
